Codigo,Clave,desc_prod,Inv,Clasificacion,Promedio Vta Mes,Cobertura (Mes),Cobertura Dias (30)
,GFE QZ4803M3BCF,BTICINO MX PLACA TABACO QZ4803M3BCF TEXT,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,GFE QZ5047V127,BTICINO MX ZUMBADOR 1 MOD. QZ5047V127,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
34211,GFE 034211,BTICINO REGLETA D/CONEX. 12 POLOS  4MM2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
34213,GFE 034213,BTICINO REGLETA D/CONEX. 12 POLOS  6MM2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
34215,GFE 034215,BTICINO REGLETA D/CONEX. 12 POLOS 10MM2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
Q8128,GFE 331451,BTICINO TELEFONO ADICIONAL P/KIT INTERFO,1,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,GFE BTN412L1R,CENTRO CARGA BTICINO 12 UNID. EMPOTRAR 1,1,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,GFE 031829,CINCHO D/PLASTICO LEGRAND 4.6 X 360MM C/,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
Q21,CED Q-21,CONTACTO Q. SENCILLO Q-21 EVOLUCION,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),IIM Q-5883R,DIMER Q. ROTATIVO 127V/300W EVOLUCION,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED PQC,PLACA REMATE MODUS BLANCO C/ACCESORIO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED REMATE,PLACA REMATE RESTYLE/MODUS BLANCO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
Q1746,GFE BTN2/15,UNIDAD TERMICA BTICINO BTN2/15 2P 15A 2,4,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
Q1758,GFE BTN3/20,UNIDAD TERMICA BTICINO BTN3/20 3P 20A 3,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
Q1761,GFE BTN3/40,UNIDAD TERMICA BTICINO BTN3/40 3P 40A 3X,4,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
Q1763,GFE BTN3/50,UNIDAD TERMICA BTICINO BTN3/50 3P 50A 3,4,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
EC-038,EMM CPVC32,CODO PVC PESADO 32MM 1 1/4,31,C,0.08,372,11160
426125,EMM TPVC32,TUBO CONDUIT PVC PESADO 32MM 1 1/4 X 3 M,52,C,0.08,624,18720
CPVC63,CRE CPVC63,CODO PVC PESADO 63MM 2 1/2,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
29-277-024,EMM COPVC32,CONECTOR PVC PESADO 32MM 1 1/4,66,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
SNL20-040,EMM TPCV4D,TEE P/CEMENTAR 4 DOBLE,5,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
A10170015,PSM AN19MM,ARGOLLA NIQUELADA 19MM N- 3   3/4,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
10331025,PDM TC6X6C24,TELA PARA CRIBA 6 X 6 0.91CM CAL. 24,0.22,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
A11640015,PSM HUA-09,MARIPOSA PERNO CUADRADO P/ARCO 2 PZS.,10,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
A11640016,PSM HUA-10,MARIPOSA PERNO REDONDO P/ARCO 2 PZS.,34,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
10940160,PSM TM7X50,TORNILLO P/MADERA   7 X 50,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
10940200,PSM TM8X65,TORNILLO P/MADERA   8 X 65,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
10940235,PSM TM9X65,TORNILLO P/MADERA   9 X 65,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
11X75,PSM TM11X75,TORNILLO P/MADERA 11 X 75,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
DC-07,PRI DC-07,HELVEX PROYECTA DC-07 CEPILLERO DECO CRO,5,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,PRI MO8X-QA-01,HELVEX PROYECTA QUADRATTA MO8X-QA-01 MON,18,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
SP-06,PRI SP-06,HELVEX PROYECTA SP-06 GANCHO SENCILLO SP,3,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
CES-01,PRI CES-01,HELVEX PROYECTA CES-01 CESPOL P/LAVABO C,3,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
CLR-01-B,PRI CLR-01-B,HELVEX PROYECTA CLR-01-B CONTRA REJILLA,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
CLR-01-EB,PRI CLR-01-EB,HELVEX PROYECTA CLR-01-EB CONTRA/REJILLA,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
DC-09,PRI DC-09,HELVEX PROYECTA DC-09 TOALLERO SENCILLO,5,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
IN-04,CED IN-04,HELVEX PROYECTA IN-04 PORTAPAPEL SENCILL,4,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
IN-04-EB,CED IN-04-EB,HELVEX PROYECTA IN-04-EB PORTAPAPEL INTE,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
IN-05,CED IN-05,HELVEX PROYECTA IN-05 TOALLERO BARRA INT,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
IN-05-EB,CED IN-05-EB,HELVEX PROYECTA IN-05-EB TOALLERO DE BAR,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
IN-06,CED IN-06,HELVEX PROYECTA IN-06 GANCHO INTEGRA CRO,4,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
IN-06-EB,CED IN-06-EB,HELVEX PROYECTA IN-06-EB GANCHO SENCILLO,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
IN-07,CED IN-07,HELVEX PROYECTA IN-07 PORTAVASO CEPILLER,6,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
IN-08,CED IN-08,HELVEX PROYECTA IN-08 JABONERA SENCILLA,4,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
IN-09-EB,CED IN-09-EB,HELVEX PROYECTA IN-09-EB TOALLERO SENCIL,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
M08-SP-02,PRI M08-SP-02,HELVEX PROYECTA M08-SP-02 MONOMANDO P/LA,5,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
ME8-DC-01,PRI ME8-DC-01,HELVEX PROYECTA ME8-DC-01 MEZCLADORA P/L,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
ME8-SP-01,PRI ME8-SP-01,HELVEX PROYECTA ME8-SP-01 MEZCLADORA P/L,3,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MO8-DC-01-B,PRI MO8-DC-01-B,HELVEX PROYECTA MO8-DC-01-B MONOMANDO P/,3,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MO8-DC-01-EB,PRI MO8-DC-01-EB,HELVEX PROYECTA MO8-DC-01-EB MONOMANDO P,3,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MO8-INN-01,PRI MO8-INN-01,HELVEX PROYECTA MO8-INN-01 MONOMANDO P/L,3,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MO8X-DC-01,PRI MO8X-DC-01,HELVEX PROYECTA MO8X-DC-01 MONOMANDO ALT,3,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MO8X-INN-01,PRI MO8X-INN-01,HELVEX PROYECTA MO8X-INN-01 MONOMANDO P/,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MOR-INN-01,PRI MOR-INN-01,HELVEX PROYECTA MOR-INN-01 MONOMANDO P/R,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MOR-SP-01,PRI MOR-SP-01,HELVEX PROYECTA MOR-SP-01 MONOMANDO P/RE,3,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,PRI MO8-QA-01-EB,HELVEX PROYECTA QUADRATTA MO8-QA-01-EB M,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
REC-03-EB,PRI REC-03-EB,HELVEX PROYECTA REC-03-EB REGADERA C/BRA,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
REC-IN-01,PRI REC-IN-01,HELVEX PROYECTA REC-IN-01 REGADERA BRAZO,5,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
SP-07,PRI SP-07,HELVEX PROYECTA SP-07 VASO CEPILLERO CRI,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
SP-08,PRI SP-08,HELVEX PROYECTA SP-08 JABONERA SENCILLA,8,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),LMMRONPRE716,RONDANA PRESION 7/16,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),LMMRONPRE78,RONDANA PRESION 7/8,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),LMMRONPRE916,RONDANA PRESION 9/16,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,FPO TC1/2,TORNILLO C/TUERCA 1 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CGM TC3/8X41/2,TORNILLO CABEZA COCHE 10X114 3/8 X 4 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),FPO ALRE 23X150,ALDABA REDONDA  7,28,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),PRO RP3/4,RONDANA PLANA 3/4,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
20551,CED COTE-21,COLORANTE EN POLVO 16 G. P/TELAS COTE-21,7,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
20555,CED COTE-25,COLORANTE EN POLVO 16 G. P/TELAS COTE-25,3,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
24207,CED EMF-3.5.7LP,EMPAQUES P/FUMIGADOR EMF-3.5.7LP (FUT-5L,1,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
46214,TRU REP-F-162D,REPUESTO P/LAMPARA CIRC. 16W REP-F-162D,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
28022,CED PRO-55MEB,FLEXOMETRO  5.5  MTS. PRO-55MEB PRETUL O,9,C,0.25,36,1080
(null),FPO AD-52-BS,REMACHE POP AD-52-BS,1221,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),FPO AD-58-BS,REMACHE POP AD-58-BS,937,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),FPO AD-62-BS,REMACHE POP AD-62-BS,994,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),FPO AD-66-BS,REMACHE POP AD-66-BS,252,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),FPO AD-68-BS,REMACHE POP AD-68-BS,1000,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MX5339,AAM MX5339,CERRADURA PHILLIPS 5339 PERILLA BRANDY W,0,C,0.08,0,0
MX2660,AAM 2660,CERRADURA PHILLIPS 2660 HS-4000-AS D/SE,3,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MX2661,AAM 2661,CERRADURA PHILLIPS 2661 HS-4000-AS D/SEG,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MX2662,AAM 2662,CERRADURA PHILLIPS 2662 HS-4100-AS D/SEG,5,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MX2663,AAM 2663,CERRADURA PHILLIPS 2663 HS-4100-AS D/SEG,1,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
5381,AAM 800ASL,CERRADURA PHILLIPS MOD.800 AS L I AC IZQ,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MX2664,AAM 2664,CERRADURA PHILLIPS 2664 HS-4200-AS D/SEG,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MX4791,AAM P321DER.,PORTERO ELECTRICO PHILLIPS 321 DER. C/AC,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MX4803,AAM P321IZQ,PORTERO ELECTRICO PHILLIPS 321 IZQ.C/ACC,1,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
143,PCY RESPHI N-46C,BROCHE RESBALON CYCSA N46-C,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
PH260T8,CRE 498063,BALASTRA PHILLIPS 1 O 2 X 60W ELEC. T8 1,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
220309,DEL 284232,BALASTRA PHILLIPS 4 X 32W ELECT. T8 ICN-,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CINBISAPHI425,BISAGRA PHILLIPS 425 2 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),PCY BP720L,BISAGRA PHILLIPS 720 L,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),PCY BP730L,BISAGRA PHILLIPS 730 L LATONADA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),PCY BI830L,BISAGRA PHILLIPS 830 L LATONADA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),PCY BI930L,BISAGRA PHILLIPS 930 L LAT. 2 PERILLAS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),PCY B715CA,BISAGRA PHILLIPS N 715 CA COBRE ANTIGUO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),PCY B720CA,BISAGRA PHILLIPS N 720 CA COBRE ANTIGUO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),PCY B725CA,BISAGRA PHILLIPS N 725 CA COBRE ANTIGUO,8,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),PCY B730CA,BISAGRA PHILLIPS N 730 CA COBRE ANTIGUO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),PCY B930CA,BISAGRA PHILLIPS N 930 CA COBRE ANTIGUO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
142,PCY RESPHI N-45-C,BROCHE RESBALON CYCSA N45-C,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
MX2665,AAM 2665,CERRADURA PHILLIPS 2665 HS-4200-AS D/SEG,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
PH-168245,DEL PH-168245,FOCO CANDELABRO PHILLIPS CLARO 25W E12 C,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
167205,DEL PH-167205,FOCO CANDELABRO PHILLIPS CLARO 40W E12 C,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
204230,CRE FU25T841,LAMPARA FLUORESCENTE 25 W CURVALUM T8 LU,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
PH-164995,OIL PLC13W840/2P,REPUESTO P/LAMPARA PL-C 13W 840/2P DOBLE,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
PH-163949,OIL PLC26W840/2P,REPUESTO P/LAMPARA PL-C 26W 840/2P DOBLE,57,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
PH-163915,OIL PLC26W840/4P,REPUESTO P/LAMPARA PL-C 26W 840/4P DOBLE,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
PH-271692,OIL PLS9W840/2P,REPUESTO P/LAMPARA PL-S  9W 840/2P SENC.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
PH-271718,OIL PLS13W8402P,REPUESTO P/LAMPARA PL-S 13W 840/2P SENC.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D00105,DPE D00105,BROCHUELO P/BOLERO SENCILLO PERFECT D001,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,DPE R00324,EXTENSION P/RODILLO PERFECT 4 SECCIONES,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
PR-6090,HIM PR-6090,PC CLEAR EPOXY MULTIUSOS 1 OZ. PR-6090,1,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),ODI GPMW100,GRAPA P/CABLE COAXIAL 1/4 PMW-100,140,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,LLI B259EP,BALASTRA 2 X 59W ELECT. OSRAM/LUMICON,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
63554,BIF LB,LAVABO BLANCO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
BIF CP11/2C11/2,BIF CP11/2C11/2,CODO P/CEMENTAR 1 1/2 X 1 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
PMABASEG5005-R,PMABASEG5005-R,COPLE PVC 2 C/EMPAQUE,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),BIF TPVC11/2,TUBO PVC SANITARIO REX 1 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
CFI DO1/2,CFI DO1/2,DADO OLIMPIA 1/2 X 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
102825,CED PA-RO-2,PINTURA AEROSOL TRUPER PA-RO-2 ROJO,0,C,0.58,0,0
20701,CED JBCP-5,BROCAS DE  5 PZAS. P/CONCRETO JBCP-5 PRE,0,B,0.5,0,0
225732,CGM 225732,BASE MOVIBLE P/REFRIGERADOR C/2 PZAS. 28,0,C,0.17,0,0
PD-101,CED PD-101,DESTAPACAÑOS P/WC PLOMER 6  PD-101,0,C,0.25,0,0
226265,CGM SR3H120G,SELLADOR P/ROSCAS PERMATEX AVIACION 3-H,0,C,0.42,0,0
GRC136,VCO RCG13X06,RED. CAMPANA GALV. 13X06 1/2 X 1/4,0,C,0.17,0,0
226276,CGM SP51H120G,SELLADOR P/ROSCAS 51-H TF-4 120 G.,0,C,0.42,0,0
,CED IMPER,.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED PB3 1C 1V,NO USAR PAQUETE KB-01 DE IMPER. KOVER 3,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
PT1090,CED PT1090,NO USAR PAQUETE FREGADERO ANBEC 1 TINA T,0,C,0.08,0,0
,CED PT1095,NO USAR PAQUETE FREGADERO ANBEC 1 TINA T,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED PT3 1C-1V,NO USAR PAQUETE KP-02 DE IMPER. KOVER 3,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
15021,CED ACT-2T-16M,ACEITE TRUPER P/MOTOR 2 TIEMPOS 16 OZ. A,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
TPS197,CED TPS197,ANUNCIO TPS197 19X19CM. C/ADHESIVO MANTE,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
TPS208,CED TPS208,ANUNCIO TPS208 21X28CM. C/ADHESIVO BOTIQ,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
BKA417PB,CED BKA417PB,CERRADURA BITKA BKA417PB ESFERA TUBULAR,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
F-2686,DMT-F-2686,CESPOL BOTE FLEXIMATIC COMPAKTO GIRATORI,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
41254,CED CHI-100R,CHINCHES FIERO C/100 PZAS. CHI-100R ROJA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
FL-TAN-C0006,PPL C6K,CILINDRO  6 KGS.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
20552,CED COTE-22,COLORANTE EN POLVO 16 G. P/TELAS COTE-22,0,C,0.08,0,0
22H032SF,GME 22H032FS,HILO P/DESBROZADORA GIMEX 3.50MMX163MTS.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
16615,CED MOT-3314,MOTOSIERRA TRUPER MOT-3314 33CC 14,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED COMBO BICAPA,NO USAR COMBO TINACO HOMEPLAST GRIS BICA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
102841,CED PAM-RO-2,PINTURA AEROSOL TRUPER PAM-RO-2 ROJO MET,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED SV60135/32,SOLDADURA 3/32 6013  MCA. VERSA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
FU0363,CED FU0363,ABRAZADERA DE UÑA 38MM 1 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
16875,TRU PUNCA-4,ADAPTADOR D/CAJA C/4 DADOS 1/45/163/87/1,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),TRU AD-CU-X,ADAPTADOR P/CUCHILLA PROF. AD-CU-X,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED AD-CU,ADAPTADOR P/CUCHILLAS AD-CU TRUPER,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
AD-1885,CED AD-1885,ADIR AD-1885 LUMINARIO C/REJILLA T-8 2X3,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
AD-4301,CED AD-4301,ADIR AD-4301 LUMINARIO C/REJILLA T-8 2X3,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
AD-4868,CED AD-4868,ADIR AD-4868 ARBOTANTE DECORATIVO TABUK,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
AD-4888,CED AD-4888,ADIR AD-4888 ARBOTANTE DECORATIVO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
AD-5034,CED AD-5034,ADIR AD-5034 CANDIL DECORATIVO CHIPRE C/,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
TPAC329,CED TPAC329,ANTENA CONEJO INTERIOR C/BASE SALIDA COA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
TPS196,CED TPS196,ANUNCIO TPS196 19X19CM. C/ADHESIVO DISCA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
TPS198,CED TPS198,ANUNCIO TPS198 19X19CM. C/ADHESIVO FLECH,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
TPS201,CED TPS201,ANUNCIO TPS201 25X34CM. C/ADHESIVO SE RE,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
TPS207,CED TPS207,ANUNCIO TPS207 25X34CM. C/ADHESIVO SE US,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
TPS210,CED TPS210,ANUNCIO TPS210 21X28CM. C/ADHESIVO BASUR,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
TPS223,CED TPS223,ANUNCIO TPS223 25X34CM. C/ADHESIVO ZONA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
TPS279,CED TPS279,ANUNCIO TPS279 34X50CM. C/ADHESIVO SE US,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
7E6950AR053,CED 7E6950AR053,ASIENTO BEMIS P/SANIT. CORTO PLASTICO 69,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED ASISMAC,ASIENTO P/SANIT. ANBEC MAD. AZUL CIELO 1,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED ASISBM,ASIENTO P/SANIT. ANBEC MAD. BLANCO 17 AS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED ASISMC,ASIENTO P/SANIT. ANBEC MAD. CORAL 17 ASI,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED ASISMV,ASIENTO P/SANIT. ANBEC MAD. VDE. JADE 17,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED 114-000,ASIENTO P/SANIT.BEMIS ACOJ.LARGO BLANCO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED J550D N047,ASIENTO P/SANIT.BEMIS CORTO 047 NEGRO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED 550PRO 605,ASIENTO P/SANIT.BEMIS CORTO 605 VDE.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED 7B1550PRO000,ASIENTO P/SANIT.BEMIS LARGO 000 BLANCO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED 7B1550PRO162,ASIENTO P/SANIT.BEMIS LARGO 162 PLATIN,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED 1550PRO 605,ASIENTO P/SANIT.BEMIS LARGO 605 VDE.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED JI550D N622,ASIENTO P/SANIT.BEMIS LARGO 622 GRI.OX,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED J1150 633,ASIENTO P/SANIT.BEMIS LARGO 633 DURAZNO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED J1150D 825,ASIENTO P/SANIT.BEMIS LARGO 825 VDE.MAR,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
51574,CED BANCO,BANCO METALICO TRUPER,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
007071-4,CED BK7071-4,BASE KALOS SATINADA 7071 PASTEL  1 LITRO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
007072-4,CED BK7072-4,BASE KALOS SATINADA 7072 TINT  1 LITRO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
007073-4,CED BK7073-4,BASE KALOS SATINADA 7073 DEEP  1 LITRO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
007001-5,CED BK7001-5,BASE KALOS TONE 7001 PASTEL  4 LTS.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
7002-4,CED BK7002-4,BASE KALOS TONE 7002 TINT  1 LTO.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
20641,CED TB-45/50P,BASTIDOR P/CARRETILLA PRETUL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
AD-318-A,CED AD-318-A,BINOCULARES ADIR 20 X 50 AD-318-A,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 21A350,BISAGRA FANAL N21-A-350,13,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 21A400,BISAGRA FANAL N21-A-400,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
21L200,CED 21L200,BISAGRA FANAL N21-L-200,50,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 54L400,BISAGRA FANAL N54 L 400,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 63L300,BISAGRA FANAL N63-L-300 SENCILLA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
80A600,CED 80A600,BISAGRA FANAL T N80-A-600,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
18931,CED BI-15LS,BISAGRA TRUPER BI-15LS LATONADA 1 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
18920,CED BI-30G,BISAGRA TRUPER BI-30G 3 X 2 1/16 RECT.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
18948,CED BIC-35I-R,BISAGRA TRUPER BI-35I-R ACERO INOX. C/BA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
40972,CED BI-35LS,BISAGRA TRUPER BI-35LS LATON,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
18906,CED BI-40A,BISAGRA TRUPER BI-40A ACERO PULIDO 4,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
18922,CED BI-40G,BISAGRA TRUPER BI-40G ACERO GALV. 4,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
18941,CED BIC-20LSP,BISAGRA TRUPER BIC-20LSP LATONADA 2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
